zhuanrangfei,rental_price,pay_method,jianzhumianji,shiyongmianji,shengyuzuqi,zhuanrangfangshi,floor,zhuangxiu,building_type,shifoufenge,shihejingying,loupanmingcheng,loupandizhi,miankuan,jinshen,cenggao,elvator_number,service_price,function_list,release_date,url
,1700000元/月,押一付三,447025.00㎡,,,,第-1层(共25层),毛坯,住宅底商,否,百货超市,南城都汇商铺,南三环四段宜家对面，市一医院旁成汉中路,100.00米,10.00米,5.50米,客梯4个，货梯4个,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/28 17:54:15,https://cd.shop.fang.com/zu/3_208392118.html
,400000元/月,半年付,5000㎡,4999㎡,,,第3层(共5层),毛坯,临街门面,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",青羊区成华区武侯区锦江区金牛王,春熙路天府广场盐市口红星路,99.00米,50.00米,6.50米,,15.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/8/30 18:09:21,https://cd.shop.fang.com/zu/3_208773118.html
,150元/月,押一付三,129.15㎡,,,,第1层(共10层),简装修,住宅底商,是,,润富国际,成都市武侯区交子大道,15.00米,6.00米,6.00米,,6.00元/㎡·月,,2019/8/9 14:42:53,https://cd.shop.fang.com/zu/3_208527537.html
,126360元/月,面议,2106㎡,,,,第1层(共4层),精装修,写字楼配套底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",天府新区兴隆湖畔,晟天能源大厦,40.00米,50.00米,2.60米,,8.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/6/25 11:45:35,https://cd.shop.fang.com/zu/3_208034945.html
,120000元/月,押一付三,98594.00㎡,1300㎡,,,第1层(共1层),简装修,商业街商铺,是,"百货超市,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",九龙广场,成都市青年路8号,15.00米,20.00米,5.00米,客梯8个，货梯4个,10.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/23 10:43:03,https://cd.shop.fang.com/zu/3_208685014.html
,23000元/月,半年付,98㎡,,,,第1层(共3层),简装修,住宅底商,否,百货超市,环球广场,一环路北一段,8.00米,12.00米,5.00米,,2.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/3 16:06:37,https://cd.shop.fang.com/zu/3_208118072.html
,75000元/月,半年付,0.00㎡,1400㎡,,,第2层(共4层),毛坯,住宅底商,否,教育培训,人居东御佲家商铺,成都市锦江区牡丹街（七中育才三圣分校旁）,50.00米,30.00米,5.00米,客梯2个，货梯2个,8.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/8/23 16:38:04,https://cd.shop.fang.com/zu/3_208691024.html
,27300元/月,押一付三,455㎡,,,,第2层(共2层),简装修,商业街商铺,否,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",龙城国际,龙城国际 红光,20.00米,20.00米,6.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/8/17 10:01:57,https://cd.shop.fang.com/zu/3_208618027.html
,75000元/月,半年付,1000㎡,,,,第2层(共2层),简装修,临街门面,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",首创光和城,首创光和城,30.00米,30.00米,6.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/6/15 18:20:47,https://cd.shop.fang.com/zu/3_207938331.html
,6400元/月,半年付,40㎡,,,,第1层(共1层),简装修,临街门面,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",首创光和城,首创光和城,6.00米,5.00米,5.10米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,燃气",2019/6/15 18:43:02,https://cd.shop.fang.com/zu/3_207938635.html
,27000元/月,租金已包含,暂无,,,,毛坯,其他,否,群光广场,,客梯1个，货梯0个,2.00米,15.00米,6.00米,群光广场,187000.00㎡,60㎡,,2019/9/2 23:54:34,https://cd.shop.fang.com/zu/3_208808264.html
,70元/月,半年付,593.91㎡,472.81㎡,,,第3层(共5层),毛坯,临街门面,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",洲际春天广场,温泉大道二段177号,20.00米,20.00米,4.20米,,4.50元/㎡·月,"停车位,客梯,货梯,中央空调,上水,下水,排烟,排污",2019/7/20 17:42:27,https://cd.shop.fang.com/zu/3_208299884.html
,165000元/月,押一付三,354773.00㎡,3000㎡,,,第1层(共6层),精装修,写字楼配套底商,否,酒店宾馆,高盛国际金融中心商铺,金融城地铁口旁,18.00米,20.00米,4.00米,客梯0个，货梯0个,6.00元/㎡·月,,2019/7/11 10:11:06,https://cd.shop.fang.com/zu/3_208191350.html
,7085元/月,押三付三,109㎡,,,,第2层(共2层),毛坯,写字楼配套底商,是,"百货超市,酒店宾馆,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",建设路 临街现铺 65元/平 100平米以上招租,建设路,30.00米,30.00米,4.80米,,8.50元/㎡·月,"网络,停车位,客梯,上水,下水,排污",2019/9/3 10:59:25,https://cd.shop.fang.com/zu/3_208811152.html
,10000元/月,租金已包含,暂无,,,,精装修,其他,否,EGO潮流广场,,客梯0个，货梯0个,4.00米,5.00米,5.00米,EGO潮流广场,16649.99㎡,24㎡,,2019/9/2 23:28:24,https://cd.shop.fang.com/zu/3_208808183.html
,60558元/月,押一付三,1760000.00㎡,,,,第1层(共2层),简装修,写字楼配套底商,是,,环球中心商铺,成都高新区天府大道北段1700号,10.00米,22.00米,7.90米,客梯4个，货梯1个,25.00元/㎡·月,,2019/8/16 11:06:28,https://cd.shop.fang.com/zu/3_208606322.html
,70元/月,半年付,593.91㎡,,,,第4层(共5层),毛坯,住宅底商,否,,温江光华大道新城中心地铁现铺，无中介费!,温泉大道二段177号,17.10米,17.00米,6.00米,,4.50元/㎡·月,"上水,下水,排污,外摆区",2019/7/21 15:14:44,https://cd.shop.fang.com/zu/3_208309029.html
,21364元/月,押一付三,1760000.00㎡,,,,第3层(共4层),简装修,写字楼配套底商,是,"餐饮美食,休闲娱乐",环球中心商铺,成都高新区天府大道北段1700号,7.00米,32.00米,7.00米,客梯4个，货梯1个,14.00元/㎡·月,"上水,下水,可明火",2019/9/5 15:16:53,https://cd.shop.fang.com/zu/3_208840944.html
,10000元/月,半年付,200㎡,,,,第2层(共2层),简装修,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",融创凯旋公馆,润丰路 蓝光花耍街 西部新兴商贸市场,10.00米,15.00米,6.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/6/18 18:27:20,https://cd.shop.fang.com/zu/3_207966762.html
,25000元/月,半年付,500㎡,,,,第2层(共2层),毛坯,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",cp,滨河春天,20.00米,20.00米,5.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/5 10:10:02,https://cd.shop.fang.com/zu/3_208834739.html
,22000元/月,半年付,100㎡,90㎡,,,第1层(共1层),,住宅底商,否,,红楠广场,武侯区红楠广场,10.00米,10.00米,6.00米,,租金已包含,,2019/8/22 21:20:14,https://cd.shop.fang.com/zu/3_208681924.html
,9750元/月,半年付,75㎡,71.01㎡,,,第1层(共2层),毛坯,住宅底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",洲际春天广场,温泉大道二段177号,6.00米,15.00米,6.00米,,4.50元/㎡·月,"网络,停车位,上水,下水,排烟,排污,外摆区",2019/7/21 16:45:45,https://cd.shop.fang.com/zu/3_208310520.html
,60元/月,年付,694.84㎡,,,,第3层(共35层),毛坯,临街门面,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",光华大道洲际春天广场 亚洲湾 地铁口商铺 住宅底商,温泉大道二段177号,37.90米,18.00米,4.20米,,4.50元/㎡·月,"上水,下水,排污,外摆区",2019/7/21 17:05:02,https://cd.shop.fang.com/zu/3_208310847.html
,110元/月,押一付三,5266㎡,,,,第1层(共5层),毛坯,住宅底商,是,,光华大道洲际春天广场 亚洲湾 地铁口商铺 住宅底商,温泉大道二段177号,46.00米,20.00米,6.00米,,4.50元/㎡·月,"停车位,客梯,货梯,上水,下水,排污,外摆区",2019/7/20 16:17:32,https://cd.shop.fang.com/zu/3_208298881.html
,975000元/月,押一付三,13000㎡,11400㎡,,,第1层(共5层),精装修,临街门面,是,不限业态,云龙,云龙酒店,100.00米,100.00米,6.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/4 10:31:07,https://cd.shop.fang.com/zu/3_208469619.html
,54000元/月,押一付三,600㎡,,,,第2层(共7层),简装修,商业街商铺,否,百货超市,大石西路,大石西路,40.00米,15.00米,4.20米,,,"网络,停车位,客梯,货梯,扶梯,中央空调,上水,排污",2019/9/6 12:00:13,https://cd.shop.fang.com/zu/3_208852196.html
,90元/月,押二付三,215㎡,180㎡,,,第21层(共26层),精装修,写字楼配套底商,是,"百货超市,酒店宾馆,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",盐市口 阳光金融大厦,东大街 春熙路 天府广场 一环路 交通路7号,10.00米,19.00米,4.20米,,21.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,燃气",2019/9/11 9:20:36,https://cd.shop.fang.com/zu/3_208912212.html
,4800000元/月,押一付三,24000.00㎡,70000㎡,,,第1层(共23层),毛坯,商业街商铺,否,酒店宾馆,中海城南官邸商铺,交子大道119号,38.00米,28.00米,5.00米,客梯0个，货梯0个,3.00元/㎡·月,"上水,下水",2019/7/18 19:55:02,https://cd.shop.fang.com/zu/3_207199384.html
,22000元/月,半年付,100㎡,90㎡,,,第1层(共1层),简装修,住宅底商,否,,红楠广场,武侯区红楠广场,10.00米,10.00米,6.00米,,租金已包含,,2019/8/22 21:18:36,https://cd.shop.fang.com/zu/3_208681915.html
,12000元/月,租金已包含,暂无,,,,精装修,其他,否,银石广场商铺,,客梯30个，货梯0个,5.00米,3.00米,5.00米,银石广场商铺,100000.00㎡,30㎡,,2019/8/2 22:43:29,https://cd.shop.fang.com/zu/3_208453569.html
,50元/月,面议,15000㎡,,,,第1层(共5层),毛坯,购物中心/百货,否,"百货超市,酒店宾馆,家居建材,生活服务,休闲娱乐",天府一街,天府一街,60.00米,50.00米,5.00米,,8.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/4 17:17:58,https://cd.shop.fang.com/zu/3_208829433.html
,11000元/月,半年付,220㎡,,,,第1层(共1层),精装修,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",临河打造滨河春天全业态铺 6个月免租期 带外摆,龙泉驿 成华区 金牛区 武侯区 锦江区 青羊区均有,6.00米,16.00米,4.50米,,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/3 14:59:16,https://cd.shop.fang.com/zu/3_208814431.html
,130元/月,押一付三,122.22㎡,,,,第1层(共32层),毛坯,住宅底商,是,,光华大道洲际春天广场 亚洲湾 地铁口商铺 住宅底商,温泉大道二段177号,6.00米,16.00米,6.00米,,4.50元/㎡·月,"上水,下水,排污,外摆区",2019/7/21 12:11:02,https://cd.shop.fang.com/zu/3_208306942.html
,480元/月,押一付三,1760000.00㎡,,,,第1层(共2层),精装修,商业街商铺,否,,环球中心商铺,成都高新区天府大道北段1700号,15.00米,35.00米,7.90米,客梯4个，货梯1个,14.00元/㎡·月,,2019/8/17 14:11:24,https://cd.shop.fang.com/zu/3_208622234.html
,8400元/月,租金已包含,暂无,,,,毛坯,其他,否,春熙village,,客梯7个，货梯2个,6.00米,4.30米,4.80米,春熙village,40000.00㎡,30㎡,,2019/9/2 23:54:01,https://cd.shop.fang.com/zu/3_208808263.html
,70000元/月,面议,1760000.00㎡,,,,第1层(共2层),简装修,写字楼配套底商,是,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",环球中心商铺,成都高新区天府大道北段1700号,16.00米,24.00米,7.90米,客梯4个，货梯1个,14.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/8/19 14:18:44,https://cd.shop.fang.com/zu/3_208643398.html
,80000元/月,押一付三,146㎡,,,,第1层(共1层),简装修,商业街商铺,否,,武侯祠大街,武侯祠大街,6.00米,15.00米,6.00米,,租金已包含,,2019/8/29 20:13:12,https://cd.shop.fang.com/zu/3_208761884.html
,12000元/月,租金已包含,暂无,,,,简装修,其他,否,春熙village,,客梯7个，货梯2个,3.00米,3.30米,4.80米,春熙village,40000.00㎡,30㎡,,2019/9/2 23:46:24,https://cd.shop.fang.com/zu/3_208808237.html
,60元/月,半年付,593.91㎡,,,,第4层(共5层),毛坯,其他,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",温江光华大道新城中心地铁现铺，无中介费!,温泉大道二段177号,17.10米,17.00米,6.00米,,4.50元/㎡·月,"上水,下水,排污,外摆区",2019/7/21 15:14:38,https://cd.shop.fang.com/zu/3_208309023.html
,2900元/月,半年付,0.00㎡,,,,第1层(共1层),毛坯,住宅底商,是,"百货超市,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",华邑阳光里商铺,校园路188号（西南交大旁）,4.00米,8.00米,5.80米,客梯0个，货梯0个,4.00元/㎡·月,"下水,排污,外摆区",2019/8/12 20:09:41,https://cd.shop.fang.com/zu/3_208566925.html
,10000元/月,租金已包含,暂无,,,,精装修,商业街商铺,否,EGO潮流广场,,客梯0个，货梯0个,4.00米,4.00米,4.00米,EGO潮流广场,16649.99㎡,24㎡,,2019/8/2 22:52:54,https://cd.shop.fang.com/zu/3_208453654.html
,15400元/月,押一付三,55㎡,,,,第5层(共6层),毛坯,购物中心/百货,否,"生活服务,餐饮美食,休闲娱乐",龙湖紫宸,金牛大道,5.20米,10.00米,4.80米,,7.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,排烟,排污,外摆区",2019/8/2 14:01:48,https://cd.shop.fang.com/zu/3_208444632.html
,6600元/月,半年付,60㎡,,,,第1层(共1层),简装修,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",融创凯旋公馆,润丰路 蓝光花耍街 西部新兴商贸市场,7.00米,7.00米,6.00米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/6/18 17:54:12,https://cd.shop.fang.com/zu/3_207966265.html
,60元/月,半年付,390㎡,,,,第4层(共5层),毛坯,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐,其他",光华大道商铺,洲际春天广场,9.00米,23.00米,4.20米,,4.50元/㎡·月,"客梯,上水,下水,排污,燃气",2019/7/17 12:05:54,https://cd.shop.fang.com/zu/3_208258800.html
,22000元/月,押一付三,105㎡,98㎡,,,第1层(共1层),简装修,临街门面,否,"百货超市,家居建材,服饰鞋包,生活服务,美容美发",花牌坊商圈 开间6米 户型方正 周边人气非常旺,花牌坊 金牛区 八宝街 西安北路 抚琴,6.00米,16.00米,4.00米,,2.00元/㎡·月,"上水,下水",2019/7/31 17:19:25,https://cd.shop.fang.com/zu/3_208422456.html
,40000元/月,租金已包含,1999-01-01,,,,精装修,其他,否,九龙广场,,客梯8个，货梯4个,10.00米,10.00米,6.00米,九龙广场,98594.00㎡,120㎡,,2019/8/2 22:47:37,https://cd.shop.fang.com/zu/3_208453608.html
,90000元/月,半年付,0.00㎡,90㎡,,,第1层(共19层),精装修,商业街商铺,否,"家居建材,生活服务,休闲娱乐,其他",香槟广场商铺,成都市锦江区东大街97号,10.00米,12.00米,5.00米,客梯0个，货梯0个,2.00元/㎡·月,,2019/7/1 23:18:18,https://cd.shop.fang.com/zu/3_206950520.html
,80元/月,租金已包含,1999-01-01,,,,精装修,其他,否,九龙广场,,客梯8个，货梯4个,40.00米,30.00米,5.00米,九龙广场,98594.00㎡,1500㎡,,2019/9/2 23:45:54,https://cd.shop.fang.com/zu/3_208808235.html
,21000元/月,半年付,70㎡,,,,第1层(共2层),简装修,临街门面,否,"生活服务, 百货超市, 服饰鞋包, 餐饮美食, 美容美发, 休闲娱乐",锦茂大厦a座,春熙路步行街，潮流服饰，尚都广场，总府路,7.00米,8.00米,4.80米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气",2019/6/17 7:46:42,https://cd.shop.fang.com/zu/3_207951518.html
,225139元/月,押一付三,1760000.00㎡,,,,第1层(共2层),精装修,写字楼配套底商,是,,环球中心商铺,成都高新区天府大道北段1700号,6.00米,70.00米,7.90米,客梯4个，货梯1个,14.00元/㎡·月,,2019/8/20 16:59:19,https://cd.shop.fang.com/zu/3_208655046.html
,186872元/月,押一付三,1760000.00㎡,,,,第1层(共2层),精装修,写字楼配套底商,否,展厅,环球中心商铺,成都高新区天府大道北段1700号,10.00米,40.00米,7.90米,客梯4个，货梯1个,14.00元/㎡·月,"上水,下水,排污",2019/9/10 10:33:36,https://cd.shop.fang.com/zu/3_208902114.html
,11000元/月,租金已包含,暂无,,,,精装修,其他,否,EGO潮流广场,,客梯0个，货梯0个,4.00米,5.00米,5.00米,EGO潮流广场,16649.99㎡,24㎡,,2019/8/2 22:53:15,https://cd.shop.fang.com/zu/3_208453659.html
,80元/月,租金已包含,1999-01-01,,,,精装修,其他,否,九龙广场,,客梯8个，货梯4个,50.00米,90.00米,5.00米,九龙广场,98594.00㎡,4600㎡,,2019/9/2 23:53:40,https://cd.shop.fang.com/zu/3_208808261.html
,10000元/月,租金已包含,暂无,,,,精装修,其他,否,EGO潮流广场,,客梯0个，货梯0个,4.00米,5.00米,5.00米,EGO潮流广场,16649.99㎡,25㎡,,2019/9/2 23:35:33,https://cd.shop.fang.com/zu/3_208808208.html
,20000元/月,租金已包含,暂无,,,,精装修,其他,否,银石广场商铺,,客梯30个，货梯0个,5.00米,4.00米,5.00米,银石广场商铺,100000.00㎡,32㎡,,2019/8/2 22:50:51,https://cd.shop.fang.com/zu/3_208453636.html
,130元/月,半年付,59.69㎡,57.16㎡,,,第1层(共2层),毛坯,住宅底商,是,,洲际春天广场 亚洲湾 地铁口商铺 住宅底商,温泉大道二段177号,6.00米,10.50米,6.00米,,4.50元/㎡·月,"上水,下水,排污,外摆区",2019/7/12 11:06:41,https://cd.shop.fang.com/zu/3_208204721.html
,10000元/月,租金已包含,暂无,,,,精装修,其他,否,银石广场商铺,,客梯30个，货梯0个,4.00米,5.00米,5.00米,银石广场商铺,100000.00㎡,24㎡,,2019/9/2 23:33:10,https://cd.shop.fang.com/zu/3_208808202.html
,80元/月,半年付,400㎡,,,,第2层(共2层),毛坯,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",CP,滨河春天,20.00米,20.00米,4.50米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/3 10:27:29,https://cd.shop.fang.com/zu/3_208810383.html
,290000元/月,押一付三,130000.00㎡,,,,第1层(共6层),精装修,临街门面,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",飞大壹号广场商铺,成都市金牛区一环路北三段100号（一环路与解放路交汇处，一环路内侧）,50.00米,20.00米,4.80米,客梯0个，货梯0个,2.80元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/7/17 10:20:29,https://cd.shop.fang.com/zu/3_208256358.html
,580000元/月,面议,14500㎡,,,,第1层(共6层),精装修,其他,否,医院，学校,邻里中心,邻里中心,100.00米,100.00米,6.00米,,1.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/6 12:04:14,https://cd.shop.fang.com/zu/3_208852253.html
,75元/月,押二付三,260㎡,,,,第2层(共2层),精装修,住宅底商,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",天府三街 免租期一年起 适合各类餐饮 休闲类,成华区 金牛区 武侯区 锦江区 青羊区均有,8.00米,20.00米,4.50米,,25.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/10 14:09:16,https://cd.shop.fang.com/zu/3_208905600.html
,12500元/月,年付,7320.00㎡,,,,第1层(共4层),精装修,商业街商铺,是,服饰鞋包,蓝光金荷花,北站东一路18号,4.00米,4.00米,4.00米,客梯1个，货梯1个,1.80元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,外摆区",2019/7/5 10:52:22,https://cd.shop.fang.com/zu/3_208134656.html
,162000元/月,半年付,1800㎡,,,,第3层(共3层),精装修,商业街商铺,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",毗邻中国四大银行 适合酒店 足浴养生会所 餐饮,成华区 金牛区 武侯区 锦江区 青羊区均有,20.00米,32.00米,4.50米,,15.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/4 14:13:00,https://cd.shop.fang.com/zu/3_208826001.html
,160000元/月,面议,98594.00㎡,1650㎡,,,第1层(共11层),精装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",九龙广场,成都市青年路8号,40.00米,50.00米,5.00米,客梯8个，货梯4个,10.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/17 17:13:22,https://cd.shop.fang.com/zu/3_208625472.html
,202500元/月,押一付三,1800000.00㎡,4300㎡,,,第7层(共12层),精装修,写字楼配套底商,否,酒店宾馆,世纪城天鹅湖商铺,天府大道中段177号,30.00米,20.00米,4.00米,客梯2个，货梯1个,2.00元/㎡·月,,2019/9/11 7:47:05,https://cd.shop.fang.com/zu/3_208911723.html
,8000元/月,半年付,100㎡,,,,第1层(共3层),毛坯,住宅底商,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",滨河春天,滨河春天,8.00米,13.00米,4.80米,,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/5 19:20:23,https://cd.shop.fang.com/zu/3_208845462.html
,65700元/月,押一付三,550000.00㎡,,,,第1层(共1层),精装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",龙湖金楠天街商铺,晋吉路与晋吉北路交汇处,80.00米,10.00米,5.00米,客梯7个，货梯9个,8.50元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/8/28 16:58:30,https://cd.shop.fang.com/zu/3_208747328.html
,4800元/月,半年付,30㎡,,,,第1层(共1层),简装修,临街门面,是,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",首创光和城,首创光和城,5.00米,5.00米,4.50米,,租金已包含,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/6/15 18:25:51,https://cd.shop.fang.com/zu/3_207938413.html
,10000元/月,租金已包含,暂无,,,,精装修,商业街商铺,否,EGO潮流广场,,客梯0个，货梯0个,4.00米,4.00米,4.00米,EGO潮流广场,16649.99㎡,24㎡,,2019/8/2 22:53:02,https://cd.shop.fang.com/zu/3_208453656.html
,10000元/月,押一付三,16649.99㎡,,,,第1层(共6层),精装修,商业街商铺,否,服饰鞋包,EGO潮流广场,春熙路上东大街133号,5.00米,4.00米,5.00米,客梯0个，货梯0个,30.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,外摆区",2019/9/3 15:22:08,https://cd.shop.fang.com/zu/3_208814822.html
,183元/月,押一付三,43.00㎡,,,,第1层(共1层),简装修,写字楼配套底商,否,,蜀都中心商铺,天府二街138号,5.00米,6.00米,5.50米,客梯0个，货梯0个,8.00元/㎡·月,,2019/8/21 14:13:32,https://cd.shop.fang.com/zu/3_208663208.html
,17800元/月,租金已包含,暂无,,,,精装修,其他,否,银石广场商铺,,客梯30个，货梯0个,6.00米,6.00米,6.00米,银石广场商铺,100000.00㎡,36㎡,,2019/9/2 23:36:02,https://cd.shop.fang.com/zu/3_208808210.html
,130元/月,半年付,189.97㎡,,,,第1层(共32层),毛坯,住宅底商,否,,温江光华大道新城中心地铁现铺，无中介费!,温泉大道二段177号,8.10米,18.00米,6.00米,,4.50元/㎡·月,"上水,下水,排污,外摆区",2019/7/21 15:21:40,https://cd.shop.fang.com/zu/3_208309121.html
,10000元/月,押一付三,16649.99㎡,16㎡,,,第1层(共11层),精装修,商业街商铺,否,"百货超市,酒店宾馆,家居建材,服饰鞋包,生活服务,美容美发,餐饮美食,休闲娱乐",EGO潮流广场,春熙路上东大街133号,4.00米,4.00米,5.00米,客梯0个，货梯0个,5.00元/㎡·月,"网络,暖气,停车位,客梯,货梯,扶梯,中央空调,上水,下水,可明火,排烟,排污,燃气,外摆区",2019/9/10 15:59:43,https://cd.shop.fang.com/zu/3_208907449.html
,128000元/月,押一付三,0.00㎡,3000㎡,,,第10层(共14层),精装修,购物中心/百货,否,酒店宾馆,华商金融中心,高新区金融城交子大道（天府国际金融中心旁）,35.00米,20.00米,4.00米,客梯0个，货梯0个,5.00元/㎡·月,,2019/9/11 7:51:03,https://cd.shop.fang.com/zu/3_208911726.html
,9000元/月,租金已包含,暂无,,,,精装修,其他,否,EGO潮流广场,,客梯0个，货梯0个,4.00米,4.00米,3.00米,EGO潮流广场,16649.99㎡,20㎡,,2019/9/2 23:51:21,https://cd.shop.fang.com/zu/3_208808254.html
,650元/月,押一付三,1760000.00㎡,,,,第1层(共2层),精装修,写字楼配套底商,是,,环球中心商铺,成都高新区天府大道北段1700号,8.00米,60.00米,7.90米,客梯4个，货梯1个,14.00元/㎡·月,,2019/8/19 14:02:55,https://cd.shop.fang.com/zu/3_208643286.html
